s,id,date_time,airline,timezone,tweet
2,5.69591456190505E+017,2015-02-22 12:16:00 -0800,United,nan,@united must follow order send direct message mean
2,5.69590151657103E+017,2015-02-22 12:10:49 -0800,United,nan,@united not know dm confirmation number mean
0,5.6958987209429E+017,2015-02-22 12:09:42 -0800,United,Central Time (US & Canada),"@united wait 3494 EWR-ORD, delay 47 mins might miss 5491 ORD-YWG 6pm CT. room 5644 ORD-YWG case miss connex ?"
2,5.69589829735821E+017,2015-02-22 12:09:32 -0800,United,nan,@united dm confirmation @mean ???
0,5.69589493138731E+017,2015-02-22 12:08:12 -0800,United,nan,@united well finally board hopefully take time quickly well hour delay !!
0,5.69589319846855E+017,2015-02-22 12:07:30 -0800,United,nan,@united miss connection already miss next flight put go lax instead hawaii .:(
0,5.69588138273866E+017,2015-02-22 12:02:49 -0800,United,nan,@united reservation make last july want know not reseat happen international itineraries
0,5.69588082284102E+017,2015-02-22 12:02:35 -0800,United,nan,@united line full worry customers guy desk say sorry take care problems late flightr not time
0,5.69587787680256E+017,2015-02-22 12:01:25 -0800,United,nan,@united must 100 people wait line customer service den deal flight cancel flightations
0,5.69587728607633E+017,2015-02-22 12:01:11 -0800,United,nan,@united american never bag apparently unite never switch go back unite baggage service
0,5.69586471570534E+017,2015-02-22 11:56:11 -0800,United,Mountain Time (US & Canada),@united unacceptable 403 90 min late flight 'missing screw flight tucson leave even land
0,5.69586373042278E+017,2015-02-22 11:55:48 -0800,United,Eastern Time (US & Canada),@united cmh gate staff disaster..# 3345 overbooked no volunteer no board 20 min late flight try figure issue #bringbackrealstaff
0,5.69586179185754E+017,2015-02-22 11:55:02 -0800,United,Eastern Time (US & Canada),@united wait half hour check bag ewr (& amp priority ); disappoint usually guy good
0,5.69584717843943E+017,2015-02-22 11:49:13 -0800,United,Central Time (US & Canada),@united earn low checkin people also tarmac load bag ? jan
0,5.69584561312682E+017,2015-02-22 11:48:36 -0800,United,Central Time (US & Canada),@united thank dishonor upgrade put seat not want not even notify great 1k service 
0,5.69584379258901E+017,2015-02-22 11:47:53 -0800,United,nan,@united guy gay
0,5.69583943772611E+017,2015-02-22 11:46:09 -0800,United,nan,@united emails/calls past months flight change helpful wish would send cancel flightlation yesterday
0,5.69582862472577E+017,2015-02-22 11:41:51 -0800,United,nan,@united change depart 1:45 2:00pm& amp 1:40pm& amp capt get plane find smoothie 2pm ass !!!
4,5.6958197788987E+017,2015-02-22 11:38:20 -0800,United,Quito,@united thank much passport recover
0,5.69581903965266E+017,2015-02-22 11:38:02 -0800,United,nan,@united thank nothing no atlanta lounge ? ap say no sure nothing terminal http://t.co/tFjfMSHa2k
2,5.69580671112389E+017,2015-02-22 11:33:08 -0800,United,Atlantic Time (Canada),@united no thank
0,5.6958064850502E+017,2015-02-22 11:33:03 -0800,United,nan,@united tick tock tick tock rapidly approach next dream departure 1:45pm. next fantasy departure time ??
0,5.69580279251255E+017,2015-02-22 11:31:35 -0800,United,nan,@united would make day could take flight airline without hiccup end train employees communicate
0,5.69580197709783E+017,2015-02-22 11:31:16 -0800,United,nan,@united baby shit pant half way flight smell like shit go ?
0,5.6958018035361E+017,2015-02-22 11:31:11 -0800,United,nan,@united miss flight tell already leave not no empathy gate staff crew no apology really ?
0,5.69579962786689E+017,2015-02-22 11:30:20 -0800,United,Pacific Time (US & Canada),@United reschedule return flight #Japan ? uh ? try call #UnitedAirlines #customerservice 45 min wait .# fun
0,5.69579575291875E+017,2015-02-22 11:28:47 -0800,United,nan,@united far worst airline ever 
0,5.69579474762609E+017,2015-02-22 11:28:23 -0800,United,nan,@united no Re-booked american unite say would transfer bag
0,5.69578942543372E+017,2015-02-22 11:26:16 -0800,United,London,@united appal lack communication awful journey 2/21 ewr bos 4 hr delay need explain better
0,5.69578441508459E+017,2015-02-22 11:24:17 -0800,United,Mountain Time (US & Canada),@united dming info no assist flight home leave first flight even land
0,5.69578005430985E+017,2015-02-22 11:22:33 -0800,United,Tehran,@united boston self service swipe yr board pass gate difficult tag bag not easy !# improvetheprocess
2,5.69577959440257E+017,2015-02-22 11:22:22 -0800,United,Central Time (US & Canada),@united name correct original confirmation spell wrong check-in reminder first name mi run together concern ?
0,5.69577455176049E+017,2015-02-22 11:20:22 -0800,United,Central Time (US & Canada),@united people would catch flight attendants help
0,5.69576418855621E+017,2015-02-22 11:16:15 -0800,United,nan,"@United no consistency ,# denver agents say no standby check baggage cite faa website policy say otherwise .# time2switch"
0,5.69576395778748E+017,2015-02-22 11:16:09 -0800,United,nan,14 biz days 18 calendar respond inquiry @united ? hope standards universally adopt -/# badcustomerservice
0,5.69574646229684E+017,2015-02-22 11:09:12 -0800,United,London,@united thank occur ? guy 3 hours extra get bag due delay 7 hours .# fail
0,5.69574074936123E+017,2015-02-22 11:06:56 -0800,United,nan,@united many delay today ... ? hop 12:26pm flight board soon .# unite #premier1K
0,5.6957370490205E+017,2015-02-22 11:05:28 -0800,United,Eastern Time (US & Canada),@united website fuck instead 416 flight yesterday 514 today thank
0,5.6957177235549E+017,2015-02-22 10:57:47 -0800,United,Quito,@united call back hold issue ?! confirmation number email show much pay
0,5.6957164304493E+017,2015-02-22 10:57:16 -0800,United,Pacific Time (US & Canada),@united not sure help flight experience terrible plan dirty staff rude start perhaps ?
0,5.69570819757752E+017,2015-02-22 10:54:00 -0800,United,Quito,@united check still say not pay call back twice hold 30 minutes answer hang
0,5.69570644632822E+017,2015-02-22 10:53:18 -0800,United,Quito,@united hold 30 minutes finally get someone retake form payment confirm reservation set try
2,5.69570477410275E+017,2015-02-22 10:52:38 -0800,United,Santiago,@united welcome world snow world today .@ goosebayairport goose bay labrador canada http://t.co/4kI6Xr67nk
0,5.69570444027822E+017,2015-02-22 10:52:30 -0800,United,Quito,@united buy ticket yesterday receive confirmation try check say not pay call
0,5.69570013964689E+017,2015-02-22 10:50:48 -0800,United,nan,@united delay salt floor previous passengers ? 180 want fly not care shoe ua649
0,5.69569639543542E+017,2015-02-22 10:49:18 -0800,United,Eastern Time (US & Canada),@united @czamkoff profit not really give damn pay customers !!!!# greed
0,5.69569272898445E+017,2015-02-22 10:47:51 -0800,United,Eastern Time (US & Canada),@united unfortunately not get name :( not nice
0,5.69569152312214E+017,2015-02-22 10:47:22 -0800,United,nan,@united seat international connection seriously ?
4,5.69568300528636E+017,2015-02-22 10:43:59 -0800,United,Pacific Time (US & Canada),@united thank get couple minutes ago great service flight 479 btw please pass team flight
0,5.69568158584951E+017,2015-02-22 10:43:25 -0800,United,Mountain Time (US & Canada),@united bag lose not get ahold anyone help
0,5.69568010555433E+017,2015-02-22 10:42:50 -0800,United,nan,@united delete return ticket europe blame show ? airline joke 3 time happen now.3 time
0,5.69567685719102E+017,2015-02-22 10:41:32 -0800,United,nan,@united unite flight arrive late flight tell re-book connect unite flight characterize 'no show
4,5.69567167429128E+017,2015-02-22 10:39:29 -0800,United,Central Time (US & Canada),@united agents service weekend trip amaze !!! thank !!
0,5.69566252450107E+017,2015-02-22 10:35:51 -0800,United,Central Time (US & Canada),@united never fly unite worst experience ever
0,5.69566232803803E+017,2015-02-22 10:35:46 -0800,United,Pacific Time (US & Canada),@united @TiffanyAndCo @NTrustOpen ah fund fix break plane upon sit 4 hrs iah runway go
2,5.6956582257168E+017,2015-02-22 10:34:08 -0800,United,Eastern Time (US & Canada),@united try not figure go get
0,5.69565776010568E+017,2015-02-22 10:33:57 -0800,United,nan,@united not direct message not follow us want luggage please hep
2,5.69565328012763E+017,2015-02-22 10:32:10 -0800,United,Casablanca,@united get 757 model ?
0,5.69564671688118E+017,2015-02-22 10:29:34 -0800,United,Eastern Time (US & Canada),@united flight 5903 strand tarmac chicago no gate available ?! plane get hot uncomfortable
0,5.6956406067864E+017,2015-02-22 10:27:08 -0800,United,Atlantic Time (Canada),@united rebooked disappoint wait whole day start vacation fare unite top notch service
0,5.69563698374652E+017,2015-02-22 10:25:42 -0800,United,nan,@united direct message not go please help
2,5.69562383489896E+017,2015-02-22 10:20:28 -0800,United,Eastern Time (US & Canada),@United not charge 2nd carryon instead check bag ? less jockey overhead space happier passengers ontime departures
0,5.69562147279254E+017,2015-02-22 10:19:32 -0800,United,Indiana (East),@united add reservation ios app not show desktop site log miles not redeem upgrade thru app
0,5.69562133249131E+017,2015-02-22 10:19:29 -0800,United,Atlantic Time (Canada),@united assume would 300 people let unite ? worse plane crew not fly !!
0,5.69561425955332E+017,2015-02-22 10:16:40 -0800,United,nan,@united push 2 hours hold priceless http://t.co/thS10LDY2a
4,5.6956063395761E+017,2015-02-22 10:13:31 -0800,United,Atlantic Time (Canada),@united need get cvg .... bag thank
0,5.69560154619965E+017,2015-02-22 10:11:37 -0800,United,Pacific Time (US & Canada),@united read thread book 1st class seat 38e even though unite twtr account confirm eco premium
0,5.69559734199722E+017,2015-02-22 10:09:57 -0800,United,London,@united hi bag id ua6016053916 update explain occur arrive 4 hours flight
2,5.69559433887527E+017,2015-02-22 10:08:45 -0800,United,nan,@united not purchase ticket unite card give priority board ?
0,5.69558713079443E+017,2015-02-22 10:05:53 -0800,United,Atlantic Time (Canada),@united hi yes need free hotel stay honalulu due 4 hour delayua53 since miss second flight kauai
0,5.69558589628502E+017,2015-02-22 10:05:24 -0800,United,nan,@united solution ?
0,5.69557763094917E+017,2015-02-22 10:02:07 -0800,United,Eastern Time (US & Canada),@united screw flight cae ? bother flight never leave time get cancel flight ?
0,5.69557756597776E+017,2015-02-22 10:02:05 -0800,United,Central Time (US & Canada),@united no need 2 agents check
0,5.69556796525969E+017,2015-02-22 09:58:16 -0800,United,Pacific Time (US & Canada),@united not work !! incredibly unfriendly grind staff false promise twitter @theairhelper
4,5.69556131078476E+017,2015-02-22 09:55:38 -0800,United,Central Time (US & Canada),@united get thank
0,5.69555174252896E+017,2015-02-22 09:51:50 -0800,United,nan,@united skilled staff inadequate system delete return houston norway shoulder shrug do..
4,5.69555146562081E+017,2015-02-22 09:51:43 -0800,United,nan,@united probably least dependable airline western hemisphere .@ unite not belong star alliance skyteam
0,5.69554937744486E+017,2015-02-22 09:50:53 -0800,United,Central Time (US & Canada),@united severely staff iah
4,5.69554916064285E+017,2015-02-22 09:50:48 -0800,United,nan,@united amaze hospitality helpfulness anthony lastella great staff  def fly #united
0,5.6955481553929E+017,2015-02-22 09:50:24 -0800,United,Central Time (US & Canada),@united 2 hr delay vacation buzzkill
4,5.69553741222953E+017,2015-02-22 09:46:08 -0800,United,Central Time (US & Canada),@united touch miami not far nicely unite 
2,5.695523748823E+017,2015-02-22 09:40:42 -0800,United,Eastern Time (US & Canada),@united status flight 1008 Bogota-Houston?
0,5.69551241967067E+017,2015-02-22 09:36:12 -0800,United,nan,@united really enjoy sunday hold ... 1 hour perhaps better client experience need http://t.co/8VnCKgZxl1
2,5.69550779520033E+017,2015-02-22 09:34:22 -0800,United,nan,@united snowboard boot bag include standard check baggage next snowboard bag ?
0,5.69550676784579E+017,2015-02-22 09:33:57 -0800,United,Atlantic Time (Canada),@united break light 35 mins get bridge gate airplane park wrong bathroom not empty last night ... .your airline last 3 hrs
0,5.69550290753446E+017,2015-02-22 09:32:25 -0800,United,nan,@united would appreciate response regard pressurization failure flight 1109 seem respond less serious issue
4,5.69548316700254E+017,2015-02-22 09:24:35 -0800,United,Eastern Time (US & Canada),@united comfortable wait luggage
2,5.69547989007647E+017,2015-02-22 09:23:16 -0800,United,nan,@united get ready book flight san juan wonder unite waive baggage fee military personnel thank
0,5.69546412121203E+017,2015-02-22 09:17:00 -0800,United,Atlantic Time (Canada),@united guy not let four hour delay honolulu houston thank train wreck issue come
4,5.69545805826167E+017,2015-02-22 09:14:36 -0800,United,Eastern Time (US & Canada),@united thank
4,5.6954487380999E+017,2015-02-22 09:10:54 -0800,United,Central Time (US & Canada),@united finally get helpful appreciate
2,5.69544819510346E+017,2015-02-22 09:10:41 -0800,United,nan,@united pls follow dm
2,5.69544742595391E+017,2015-02-22 09:10:22 -0800,United,Eastern Time (US & Canada),@united ah would explain crew not seem particularly distress point little startle first
0,5.69544732780556E+017,2015-02-22 09:10:20 -0800,United,nan,@united not another ua flight 2 gate hold 15 mins cnx pax
2,5.69544730184262E+017,2015-02-22 09:10:19 -0800,United,Central Time (US & Canada),@united assign seat
0,5.69544350364889E+017,2015-02-22 09:08:49 -0800,United,nan, @united :@ 4geiger look like form photo something burst luggage correct ? ^JH  always blame customer
0,5.6954412082738E+017,2015-02-22 09:07:54 -0800,United,nan,@united not luggage
0,5.69543791176258E+017,2015-02-22 09:06:36 -0800,United,Pacific Time (US & Canada),@united board time ua3882 no crewe
2,5.69543771181982E+017,2015-02-22 09:06:31 -0800,United,nan,@united add one ty
4,5.69541848877957E+017,2015-02-22 08:58:53 -0800,United,nan,@united thank effort get earliest though make complaint refund lose one business day tomorrow
2,5.69541591586644E+017,2015-02-22 08:57:51 -0800,United,nan,@united pls hold ua2066 9 cnx pax frm ua6194 runners 5 min hold save 2 fam frm miscnx pls twitter watch
0,5.69540963091259E+017,2015-02-22 08:55:21 -0800,United,nan,@united no way one person work entire security checkpoint ewr 
4,5.69539834131444E+017,2015-02-22 08:50:52 -0800,United,nan,@united thank
0,5.69539000312189E+017,2015-02-22 08:47:33 -0800,United,Pacific Time (US & Canada),@united author fiction ? hear radio not even jetway secure yet #UA5037 #CMH http://t.co/T78k7aBtWF
0,5.69538770808267E+017,2015-02-22 08:46:39 -0800,United,nan,@united ? find anything show ? realise morning flight cancel flightled pricey even ?
0,5.69538703732773E+017,2015-02-22 08:46:23 -0800,United,Pacific Time (US & Canada),@united oh still lose track system stink delivery system
0,5.6953817150935E+017,2015-02-22 08:44:16 -0800,United,nan,@united feel like true unite customer stuck.on tarmac dc 2 hrs unitedfail
2,5.69537571685925E+017,2015-02-22 08:41:53 -0800,United,nan,@united pls follow dm
0,5.69535507815903E+017,2015-02-22 08:33:41 -0800,United,nan,@united leadership count land 11:15 last night-deplaned 12:40. 45 minutes wait jetway inexcusable
0,5.69535503827018E+017,2015-02-22 08:33:40 -0800,United,Eastern Time (US & Canada),@united send dm request not hear anything address issue bring dm explain happen ?
0,5.69534882952716E+017,2015-02-22 08:31:12 -0800,United,nan,@united employee=faceless. not throw bus start management almost million miler company 1/2
0,5.6953426813066E+017,2015-02-22 08:28:45 -0800,United,Pacific Time (US & Canada),@united not say flight pull depart 2 mins board not even start http://t.co/2IKbP8gxWi
0,5.69534175973396E+017,2015-02-22 08:28:23 -0800,United,nan,@united understand pay change problem plane weather would understand
0,5.69533799815631E+017,2015-02-22 08:26:53 -0800,United,Eastern Time (US & Canada),@united 30 hours late flightr still no answer stick houston keep get put phantom flight never apeared .# badcustomerservice
0,5.6953231071608E+017,2015-02-22 08:20:58 -0800,United,nan,@united guy horrible first get stick snow hr ewr sit cmh say could 30min gate
0,5.69532005320253E+017,2015-02-22 08:19:46 -0800,United,Paris,@united hotel send us would not take voucher flight delay cancel flightled delay 32 hours count
0,5.69531988702577E+017,2015-02-22 08:19:42 -0800,United,Mountain Time (US & Canada),@united dm 'd 4 hrs ago request no response find .... like bag
4,5.69531969110975E+017,2015-02-22 08:19:37 -0800,United,nan,@united work thank immediate reply !!
0,5.69531827989455E+017,2015-02-22 08:19:03 -0800,United,Eastern Time (US & Canada),@united two hour delay plane visible airport far terrible customer service .# neveragain
2,5.69531484903772E+017,2015-02-22 08:17:42 -0800,United,Eastern Time (US & Canada),@united 3387 help weight issue take vouchers hop @Delta flight instead .# winwin
0,5.69531274991239E+017,2015-02-22 08:16:51 -0800,United,Central Time (US & Canada),@united 4 hour maintenance delay not enuf charge 25/bag global service platinum mbr get ur shit together
0,5.69531010167251E+017,2015-02-22 08:15:48 -0800,United,nan,@united last week also maintenance issue flat tire another flight last week cancel flight track record worst
0,5.69530483022963E+017,2015-02-22 08:13:43 -0800,United,Eastern Time (US & Canada),@united customer service experience tweet quality assurance
0,5.69529789100507E+017,2015-02-22 08:10:57 -0800,United,nan,@united spend money take ticket update plan flight maintenance issue !!!
2,5.69529608862876E+017,2015-02-22 08:10:14 -0800,United,Pacific Time (US & Canada),@united put russell daiber ticket well premium eco ? appreciate
2,5.69528923769299E+017,2015-02-22 08:07:31 -0800,United,Central Time (US & Canada),@united get okc sacramento today dfw close
0,5.69528348126216E+017,2015-02-22 08:05:14 -0800,United,nan,@united chance could help rebook ?? flight cancel flightled
2,5.69527975252767E+017,2015-02-22 08:03:45 -0800,United,nan,@united curiosity flight arrange pilot notify ? lot 'pilots not arrive yet announcements
2,5.69527524323152E+017,2015-02-22 08:01:57 -0800,United,Eastern Time (US & Canada),@united yes boston go providence
0,5.69526800767984E+017,2015-02-22 07:59:05 -0800,United,Eastern Time (US & Canada),@united really need better system handle cancel flightled flight http://t.co/3uBCoAsyws
2,5.69526294477726E+017,2015-02-22 07:57:04 -0800,United,Central Time (US & Canada),@united condition bos today ? ua994 everything appear time want check
2,5.69526172335223E+017,2015-02-22 07:56:35 -0800,United,Quito,@united day flight
0,5.69526143730078E+017,2015-02-22 07:56:28 -0800,United,Quito,@united also inappropriate lie passengers induce accept voucher tell availability late flightr
0,5.69526070615138E+017,2015-02-22 07:56:11 -0800,United,Hawaii,@United give direct number call regard lose baggage immediately
0,5.69525760337162E+017,2015-02-22 07:54:57 -0800,United,Quito,@united involuntarily bump passenger not guarantee another flight three days
0,5.69525690950816E+017,2015-02-22 07:54:40 -0800,United,Quito,@united please follow faa guidelines regard bump not acceptable give 300 voucher 800 fare
0,5.69523831460762E+017,2015-02-22 07:47:17 -0800,United,nan,@united already rebook miss first appointments london tomorrow morning thank ruin trip
0,5.69523440547291E+017,2015-02-22 07:45:44 -0800,United,Eastern Time (US & Canada),.@ unite newest delay right http://t.co/96fTLZWtvO
0,5.69523231524319E+017,2015-02-22 07:44:54 -0800,United,nan,@united show available seat need honor not spend 1hr phone hear 'really 3 not 4 seat
0,5.69522354008805E+017,2015-02-22 07:41:25 -0800,United,nan,@united 50 min hold try book award flight site errors agents ask pin see platinum availability ??? badbadbad
0,5.69522040547385E+017,2015-02-22 07:40:10 -0800,United,Central Time (US & Canada),@united joke lot angry people iah
2,5.69521863891804E+017,2015-02-22 07:39:28 -0800,United,nan,@united i6ep18
0,5.6952110173644E+017,2015-02-22 07:36:26 -0800,United,Pacific Time (US & Canada),@united completely unacceptable seat 1st class passenger middle seat 38 not even premium economy
0,5.6952108112563E+017,2015-02-22 07:36:21 -0800,United,Eastern Time (US & Canada),@united find flight 2.5 hrs offer 200 flight voucher 12 hrs lose seat neglect get nothing ?
2,5.69520712379052E+017,2015-02-22 07:34:53 -0800,United,Eastern Time (US & Canada),@united DM'ed
4,5.69520425312633E+017,2015-02-22 07:33:45 -0800,United,Eastern Time (US & Canada),@united nicole quito airport take great care us week handle lose baggage seat change professional/nice. pat back
2,5.69518979103924E+017,2015-02-22 07:28:00 -0800,United,nan,@united de-ice tax ? maybe #makestoomuchsense ?# shouldhaveflowndelta #unitedsucks @Delta @SouthwestAir @AmericanAir
2,5.69518596231008E+017,2015-02-22 07:26:29 -0800,United,Eastern Time (US & Canada),@united flight 1547 cmh ord arrive gate next segment yvr already board hold ?
0,5.6951748410291E+017,2015-02-22 07:22:03 -0800,United,nan,@united right think take stop get de-iced. not plan sit night ?
0,5.69517360828146E+017,2015-02-22 07:21:34 -0800,United,Central Time (US & Canada),@united two service agents hang third able get flight us air today three call 2.5 hours get flight
0,5.69517323180237E+017,2015-02-22 07:21:25 -0800,United,nan,@united delay days mco gt iad finger cross make connection home albany .# united1k
0,5.6951696996939E+017,2015-02-22 07:20:01 -0800,United,Central Time (US & Canada),@united first class joke compare others fly not ask extra peanuts ... not allow !@ aircanada
0,5.69516852805808E+017,2015-02-22 07:19:33 -0800,United,nan,@united give connection 2 overnight layovers no vouchers last connection not even confirm
4,5.6951673616205E+017,2015-02-22 07:19:05 -0800,United,Eastern Time (US & Canada),@united thank leave 3 year old row flight 360 LAX-IAD
0,5.69516566380876E+017,2015-02-22 07:18:25 -0800,United,Central Time (US & Canada),@united would like baggage damage number well another great thing 'trained' staff number please.. claim time
0,5.69515688898875E+017,2015-02-22 07:14:55 -0800,United,Central Time (US & Canada),@united 100 put together serious email issue arise vacation due staff post
0,5.69515118125408E+017,2015-02-22 07:12:39 -0800,United,nan,@united thank fully board flight 1689 morning notice no pilot .# fail
0,5.6951475084279E+017,2015-02-22 07:11:12 -0800,United,Eastern Time (US & Canada),@united long wait ice cake not fix reservation system confirm #does not get change mid-travel
0,5.69514430393913E+017,2015-02-22 07:09:55 -0800,United,nan,@united guy suck another cancel flight flight every flight issue
2,5.6951412449058E+017,2015-02-22 07:08:42 -0800,United,Central Time (US & Canada),@united 25 people try get flight
0,5.69514063019053E+017,2015-02-22 07:08:28 -0800,United,Central Time (US & Canada),@united lie ... http://t.co/BEqoTLNugc
0,5.69514001450672E+017,2015-02-22 07:08:13 -0800,United,Central Time (US & Canada),@united would not let real nice love awesome service 2 people work customer service line..
0,5.69513811285311E+017,2015-02-22 07:07:28 -0800,United,nan,@united 6 hour plus delay #WashingtonDC finally flight #Edinburgh tire
4,5.69513703722394E+017,2015-02-22 07:07:02 -0800,United,nan,@united thank
0,5.69513498016924E+017,2015-02-22 07:06:13 -0800,United,Central Time (US & Canada),@united not believe do.. http://t.co/7z3GqEBfK2
2,5.69513049507246E+017,2015-02-22 07:04:26 -0800,United,Eastern Time (US & Canada),@united change dkyde6 4583 gt 36 2/23 instead 3636 gt 606 gt 36 original reservation 4404 gt 36 yesterday cancel flightled
0,5.69512714961363E+017,2015-02-22 07:03:06 -0800,United,nan,@united flight delay 24 hours lose wallet no money eat sleep yet representatives not help.# unitedsucks
0,5.69512239344054E+017,2015-02-22 07:01:13 -0800,United,Quito,@united lose 4 loyal customers mileage plus card holders could drive florida pa quicker ways worst trip ever
0,5.69510828023489E+017,2015-02-22 06:55:37 -0800,United,nan,@united let us board fly time ? know !# shouldhaveflowndelta
0,5.69508903735546E+017,2015-02-22 06:47:58 -0800,United,nan,@united apparently sleep b terminal not worst situation someone tell ua passengers sleep baggage claim
0,5.69508469088387E+017,2015-02-22 06:46:14 -0800,United,Central Time (US & Canada),@united not de-ice plane sit no one 2 hours ?? could delay :/
0,5.69508282995487E+017,2015-02-22 06:45:30 -0800,United,Central Time (US & Canada),@united fuck not care 
0,5.69507834930442E+017,2015-02-22 06:43:43 -0800,United,nan,@united five days ask clarify policy car seat not want take higher
2,5.6950719705226E+017,2015-02-22 06:41:11 -0800,United,nan,@united question departure time base eastern central time time zone actually ?
4,5.69507060209091E+017,2015-02-22 06:40:38 -0800,United,Eastern Time (US & Canada),quick ty .@ unite :@ auciello sorry hear please follow dm detail transpire ? ^JH
0,5.69506670189138E+017,2015-02-22 06:39:05 -0800,United,Eastern Time (US & Canada),@united lose belong honest
0,5.69505479795327E+017,2015-02-22 06:34:21 -0800,United,nan,@united back denver airport ready round two today ready get home
0,5.69505407862903E+017,2015-02-22 06:34:04 -0800,United,Pacific Time (US & Canada),@united course morning see non-stop iah sfo not available yesterday .# unitedhatesusall
0,5.69504786879529E+017,2015-02-22 06:31:36 -0800,United,Eastern Time (US & Canada),@united 20 minutes plus get two first one transfer spanish hotline unacceptable
0,5.69504366006133E+017,2015-02-22 06:29:56 -0800,United,nan,@united @delta lose luggage atl hdn luggage denver say @united deliver luggage hdn airport claim #hdndl11785
0,5.69504330551861E+017,2015-02-22 06:29:47 -0800,United,Eastern Time (US & Canada),@united unite lose baggage get airport country disappear
2,5.69504232971362E+017,2015-02-22 06:29:24 -0800,United,Eastern Time (US & Canada),@united nh10 unite ticket rerouted iad due weather jfk get us home unite 5713 3277 ?
0,5.69504176306332E+017,2015-02-22 06:29:11 -0800,United,Eastern Time (US & Canada),@united thank waste time amp money not arrive 5 hours late flight destination ...
0,5.69504172011356E+017,2015-02-22 06:29:10 -0800,United,Eastern Time (US & Canada),@United not fly unite check baggage never find
0,5.69503938690585E+017,2015-02-22 06:28:14 -0800,United,Eastern Time (US & Canada),@United not English/Spanish rep call locate bag resolve issue ?
0,5.69503745974903E+017,2015-02-22 06:27:28 -0800,United,Eastern Time (US & Canada),@united would overnight bag wed unknown location courier company apparently not contact
0,5.6950364967775E+017,2015-02-22 06:27:05 -0800,United,nan,@united hey thank help miss buddies 30th bday guy really trashy company #shouldhaveflowndelta #unitedsucks
0,5.69503367757754E+017,2015-02-22 06:25:58 -0800,United,Eastern Time (US & Canada),@united never frustrate conversations unite not speak spanish courier company bag
0,5.69503165713949E+017,2015-02-22 06:25:10 -0800,United,Eastern Time (US & Canada),@united never mislead company many time week unite airlines
0,5.69502953851253E+017,2015-02-22 06:24:19 -0800,United,Eastern Time (US & Canada),@united would never fly unite airlines
0,5.69502909093646E+017,2015-02-22 06:24:09 -0800,United,nan,@united still airport wait flight
0,5.69502869243736E+017,2015-02-22 06:23:59 -0800,United,Eastern Time (US & Canada),@united airline tell luggage one hour away destination 5 days
0,5.69502353797173E+017,2015-02-22 06:21:56 -0800,United,Central Time (US & Canada),@united no one operate ramp let us plane iah ... wow..just wow
4,5.69501080607814E+017,2015-02-22 06:16:53 -0800,United,Eastern Time (US & Canada),@united thank
4,5.69500986638799E+017,2015-02-22 06:16:30 -0800,United,nan,@united thank
0,5.6950036065151E+017,2015-02-22 06:14:01 -0800,United,nan,@united cancel flight flight send email say 'think next flight ...'# customer #outrage http://t.co/KkwiwI97A4
0,5.69500030459118E+017,2015-02-22 06:12:42 -0800,United,Pacific Time (US & Canada),"@united super computer  ots pant ? lot cranky people line cmh reflight book problems delay check-ins on-time, direct flyers"
0,5.69499434633048E+017,2015-02-22 06:10:20 -0800,United,Pacific Time (US & Canada),@united rebooked ua1764 ua 3883 cancel flightled pay first class ticket new seat 38e please fix
2,5.69499431369892E+017,2015-02-22 06:10:19 -0800,United,Mountain Time (US & Canada),@united need new flight tucson
0,5.69497995445559E+017,2015-02-22 06:04:37 -0800,United,Central Time (US & Canada),@united check-in system ? trouble check flight depart less 24 hrs
0,5.69497092655346E+017,2015-02-22 06:01:02 -0800,United,Central Time (US & Canada),@united fuck close premier access line ord probably go miss flight ... start treat customers better
0,5.6949703132203E+017,2015-02-22 06:00:47 -0800,United,Eastern Time (US & Canada),@united good luck no-enertainment-on-6-hour-flights strategy innovation work hello @jetblue http://t.co/HI76BOavXY
0,5.69496936157487E+017,2015-02-22 06:00:24 -0800,United,Quito,@united no human contact 2 mths @AmericanAir cust relations refund dept ever problem humans talk ?
0,5.69496919036305E+017,2015-02-22 06:00:20 -0800,United,nan,@united would think would clean ramp jet stick snow newark would never happen @Delta
0,5.69496828376322E+017,2015-02-22 05:59:59 -0800,United,Eastern Time (US & Canada),@united would understand weather issue bc airline maintenance sleep airport floor lose entire day
4,5.69495111337275E+017,2015-02-22 05:53:09 -0800,United,Mountain Time (US & Canada),@united thank
0,5.69493640990626E+017,2015-02-22 05:47:19 -0800,United,Mountain Time (US & Canada),@united flight 403 delay 40 min bc miss screw danger miss flight 6491
0,5.69491817600655E+017,2015-02-22 05:40:04 -0800,United,nan,@united @wamo66 2 hours 20 minutes hold able get cancel flightled flight change delta
0,5.69491456173478E+017,2015-02-22 05:38:38 -0800,United,Central Time (US & Canada),@united no ua 6 finally cancel flight hrs delay replacement flight leave late flightr one schedule tomorrow not cool
2,5.69491346647446E+017,2015-02-22 05:38:12 -0800,United,Eastern Time (US & Canada),@united sister amp bil stick detroit desperately need florida fly w/@ usairways anything ?
0,5.69491334643347E+017,2015-02-22 05:38:09 -0800,United,Central Time (US & Canada),@united overbooked fifty people ?!? worst
0,5.69491295766344E+017,2015-02-22 05:38:00 -0800,United,Central Time (US & Canada),@united hold 2x 60 min ea try bk tix asia website amp customer service not want business korea air
0,5.69491079952642E+017,2015-02-22 05:37:08 -0800,United,nan,@united would like know easiest way get refund
